,Income,Kidhome,Teenhome,WineRank,FruitsRank,MeatRank,FishRank,SweetRank,GoldRank,NumDealsPurchases,WebRank,CatalogRank,StoreRank,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,cluster
268,37760.0,0,0,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,66,1
269,65640.0,0,1,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,40,3
270,44319.0,1,1,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,39,1
271,30631.0,1,0,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,39,4
272,75278.0,0,0,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,61,0
273,50898.0,1,1,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,57,3
274,79946.0,0,0,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,0
275,35416.0,0,0,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,64,3
276,32414.0,0,0,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,29,4
277,38361.0,1,0,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,44,4
278,82497.0,0,0,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,32,0
279,16626.0,1,0,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,43,4
280,29672.0,1,1,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,48,1
281,55951.0,0,1,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,60,3
282,35388.0,1,0,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,25,4
283,42386.0,1,0,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,27,4
284,68627.0,0,0,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,31,0
285,57912.0,0,1,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,49,3
286,35246.0,1,1,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,56,1
287,58821.0,0,1,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,57,3
288,46377.0,1,0,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,36,4
289,39747.0,1,0,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,26,4
290,23976.0,1,0,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,29,4
291,80950.0,0,0,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,52,0
292,27038.0,0,0,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,46,4
293,77457.0,0,0,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,67,0
294,64100.0,0,1,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,49,3
295,42670.0,0,0,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,21,4
296,12571.0,1,0,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,38,4
297,22574.0,1,1,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,46,1
298,70893.0,0,0,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,37,0
299,54198.0,1,1,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,47,1
300,28839.0,1,1,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,58,1
301,40321.0,1,1,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,41,1
302,66503.0,1,0,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,27,4
303,30833.0,1,1,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,62,1
304,64795.0,0,1,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,42,3
305,34421.0,1,0,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,39,4
306,47025.0,1,1,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,1
307,64325.0,0,1,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,52,3
308,40464.0,0,1,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,60,3
309,62187.0,0,0,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,56,0
310,14849.0,1,0,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,37,4
311,27255.0,1,0,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,29,4
312,54432.0,1,1,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,63,1
313,29999.0,1,0,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,27,4
314,24072.0,1,0,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,30,4
315,33996.0,0,0,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,24,4
316,66334.0,0,1,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,57,3
317,35178.0,1,0,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,42,4
318,22010.0,1,0,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,30,4
319,62204.0,0,1,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,52,0
320,75693.0,0,0,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,44,0
321,30675.0,1,0,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,40,4
322,83003.0,0,0,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,48,0
323,68655.0,0,0,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,24,0
324,41411.0,0,0,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,27,4
325,55212.0,0,1,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,43,3
326,59292.0,0,1,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,63,3
327,27190.0,1,0,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,40,4
328,82623.0,0,0,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,61,0
329,44300.0,1,1,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,48,1
330,84835.0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,44,0
331,30372.0,1,1,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,41,1
332,33181.0,1,0,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,38,4
333,71113.0,0,1,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,56,3
334,71952.0,1,0,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,27,0
335,69759.0,0,0,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,47,0
336,72099.0,0,0,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,38,0
337,60000.0,0,1,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,36,3
338,38643.0,1,1,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,35,2
339,50737.0,0,1,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,58,1
340,68462.0,0,0,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,43,0
341,65073.0,0,0,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,70,2
342,46681.0,0,1,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,65,1
343,78618.0,0,0,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,55,0
344,62187.0,0,1,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,45,3
345,28442.0,1,0,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,36,4
346,37717.0,1,0,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,34,4
347,51479.0,1,1,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,45,3
348,54803.0,0,1,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,43,3
349,79530.0,0,0,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,53,0
350,31615.0,1,0,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,37,4
351,72025.0,0,0,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,50,0
352,52614.0,0,1,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,37,3
353,35684.0,1,0,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,4
354,48178.0,1,1,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,37,1
355,29548.0,1,0,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,43,4
356,63810.0,0,1,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,46,3
357,38578.0,1,1,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,41,1
358,46098.0,1,1,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,37,1
359,22585.0,0,0,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,43,4
360,30279.0,1,0,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,23,4
361,66426.0,0,1,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,52,3
362,30822.0,1,0,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,44,4
363,33581.0,1,0,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,44,4
364,19986.0,1,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,28,4
365,27421.0,0,0,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,58,1
366,35688.0,1,1,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,39,1
367,36143.0,1,0,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,33,4
368,10245.0,1,0,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,42,4
369,43795.0,0,1,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,45,3
370,63381.0,0,1,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,52,3
371,38823.0,0,1,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,63,1
372,83664.0,1,1,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,45,3
373,90300.0,0,0,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,35,0
374,62499.0,1,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,34,4
375,74293.0,0,0,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,0
376,51012.0,0,0,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,67,1
377,70777.0,0,1,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,46,3
378,68682.0,0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,22,0
379,43824.0,1,1,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,41,1
380,15345.0,1,0,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,28,4
381,23442.0,1,0,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,25,4
382,14515.0,1,0,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,32,4
383,31395.0,1,1,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,57,1
384,75276.0,0,0,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,47,0
385,42373.0,1,1,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,39,1
386,30507.0,0,0,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,53,4
387,55521.0,1,1,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,58,3
388,48006.0,1,1,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,49,1
389,27213.0,1,0,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,40,4
390,65808.0,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,43,1
391,30351.0,1,0,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,39,4
392,50437.0,0,1,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,49,3
393,23616.0,1,0,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,30,4
394,53858.0,0,1,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,36,3
395,66465.0,0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,58,3
396,46923.0,1,0,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,25,4
397,75072.0,0,1,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,51,3
398,75865.0,0,0,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,71,0
399,19789.0,1,0,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,38,4
400,80134.0,0,0,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,20,0
401,91065.0,0,0,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,32,0
402,49505.0,1,1,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,42,3
403,37401.0,1,0,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,41,4
404,30096.0,1,0,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,4
405,18492.0,1,0,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,32,4
406,82584.0,0,0,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,39,0
407,93027.0,0,0,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,72,0
408,48686.0,1,1,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,60,1
409,92910.0,0,0,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,28,0
410,75433.0,1,0,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,25,3
411,10404.0,1,0,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,25,4
412,61314.0,0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,45,0
413,84865.0,0,0,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,52,0
414,42387.0,1,0,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,23,3
415,67309.0,1,1,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,46,3
416,75236.0,0,1,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,49,3
417,30015.0,1,0,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,44,4
418,50943.0,0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,57,1
419,67272.0,0,1,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,47,3
420,51529.0,0,1,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,64,3
421,32011.0,1,0,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,42,4
422,7500.0,1,0,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,27,4
423,28691.0,1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,24,4
424,56223.0,0,1,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,65,1
425,18100.0,0,0,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,67,1
426,30279.0,1,0,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,23,4
427,20130.0,0,0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,4
428,23295.0,0,0,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,54,4
429,42618.0,1,0,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,41,4
430,81246.0,0,0,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,49,0
431,24027.0,1,0,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,37,4
432,55707.0,0,1,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,60,3
433,57959.0,0,1,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,58,3
434,56796.0,0,1,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,44,3
435,36230.0,1,0,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,42,4
436,70829.0,1,1,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,33,3
437,65991.0,0,1,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,36,3
438,38988.0,1,1,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,40,1
439,89572.0,0,0,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,46,0
440,42207.0,1,0,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,29,4
441,50300.0,0,1,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,62,1
442,66664.0,0,0,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,30,0
443,60597.0,0,1,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,50,3
444,70165.0,0,0,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,64,0
445,50520.0,0,1,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,56,1
446,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,0
447,33183.0,1,0,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,39,4
448,66582.0,0,0,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,45,0
449,75261.0,0,0,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,58,0
450,31880.0,1,0,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,42,4
451,53790.0,0,1,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,63,3
452,49269.0,1,0,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,41,3
453,61456.0,0,1,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,38,0
454,37406.0,1,0,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,33,4
455,56937.0,1,0,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,31,3
456,38415.0,1,1,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,35,1
457,20518.0,1,0,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,26,4
458,62503.0,0,1,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,57,3
459,41644.0,1,1,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,42,1
460,55842.0,0,1,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,37,3
461,62010.0,0,1,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,40,3
462,41124.0,1,0,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,35,3
463,38961.0,1,0,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,40,4
464,37760.0,1,0,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,41,4
465,32233.0,1,0,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,38,4
466,43057.0,0,1,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,38,1
467,83151.0,0,0,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,52,0
468,78825.0,0,0,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,48,0
469,65104.0,0,1,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,37,3
470,60093.0,0,1,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,39,3
471,14045.0,1,0,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,45,4
472,28457.0,0,0,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,60,1
473,78952.0,0,1,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,54,0
474,46310.0,1,0,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,36,4
475,76005.0,0,0,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,58,0
476,58308.0,0,1,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,49,3
477,55614.0,0,0,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,69,3
478,59432.0,0,1,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,51,3
479,55563.0,0,1,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,36,1
480,78642.0,0,1,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,42,3
481,67911.0,0,1,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,65,3
482,65275.0,0,0,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,69,0
483,27203.0,1,1,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,62,1
484,48330.0,0,1,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,52,1
485,24279.0,0,0,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,22,4
486,64355.0,1,0,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,27,3
487,50943.0,0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,57,1
488,53653.0,0,0,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,59,3
489,65665.0,0,1,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,37,0
490,81217.0,0,0,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,24,0
491,34935.0,0,0,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,21,4
492,61250.0,0,1,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,53,3
493,39665.0,1,0,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,32,4
494,60152.0,0,1,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,34,0
495,48920.0,0,1,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,49,3
496,89120.0,0,0,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,55,0
497,44124.0,0,1,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,67,3
498,81169.0,0,0,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,38,0
499,36443.0,1,1,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,52,1
500,26095.0,1,0,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,23,4
501,71367.0,0,0,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,54,0
502,80184.0,0,0,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,70,0
503,30630.0,1,1,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,49,1
504,73454.0,0,0,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,27,0
505,42691.0,0,0,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,22,4
506,70503.0,0,0,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,59,0
507,25545.0,1,0,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,25,4
508,32880.0,1,0,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,26,4
509,77863.0,0,0,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,55,0
510,50353.0,0,0,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,37,4
511,61839.0,0,0,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,48,0
512,49154.0,1,1,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,53,3
513,47682.0,0,1,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,38,3
514,72679.0,0,1,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,44,0
515,57954.0,1,1,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,37,3
516,65316.0,1,1,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,51,1
517,28567.0,1,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,31,4
518,47352.0,0,1,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,62,1
519,44931.0,0,1,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,47,1
520,76982.0,0,0,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,47,0
521,57247.0,0,1,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,61,1
522,22944.0,1,0,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,32,4
523,25315.0,1,0,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,36,4
524,43638.0,0,1,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,43,1
525,42710.0,1,0,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,28,4
526,84169.0,0,0,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,31,0
527,54058.0,0,1,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,37,3
528,24683.0,1,0,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,4
529,85620.0,0,0,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,0
530,47850.0,1,0,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,33,4
531,19514.0,1,1,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,1
532,27159.0,1,1,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,1
533,39548.0,1,1,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,1
534,21474.0,1,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,4
535,60504.0,0,1,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,3
536,22419.0,0,0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,50,4
537,81698.0,0,0,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,64,0
538,43462.0,1,1,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,60,1
